transaction_id,amount,transaction_type,transaction_date,user_id
2877,2408.78,Winnings,2026-03-14,229
2878,2255.36,Deposit,2026-01-04,152
2879,4325.85,Bet Placement,2026-03-27,80
2880,2325.47,Winnings,2026-03-21,192
2881,2917.73,Bet Placement,2026-01-30,376
2882,4087.0,Deposit,2026-01-07,240
2883,3867.96,Bet Placement,2026-01-29,28
2884,980.75,Withdrawal,2026-01-03,283
2885,576.35,Bet Placement,2026-01-04,448
2886,4483.1,Bet Placement,2026-01-15,285
2887,2014.51,Bet Placement,2026-01-24,74
2888,1004.65,Bet Placement,2026-03-17,219
2889,144.55,Withdrawal,2026-03-30,431
2890,4309.18,Winnings,2026-04-09,354
2891,4095.43,Withdrawal,2026-02-08,414
2892,2565.47,Winnings,2026-02-11,147
2893,4001.46,Withdrawal,2026-03-20,149
2894,2594.93,Winnings,2026-01-15,79
2895,2084.57,Withdrawal,2026-04-11,485
2896,1418.16,Winnings,2026-02-28,76
2897,1344.62,Winnings,2026-01-12,340
2898,1462.67,Withdrawal,2026-03-13,363
2899,2041.05,Winnings,2026-02-01,349
2900,471.81,Withdrawal,2026-03-16,3
2901,536.2,Bet Placement,2026-02-07,421
2902,3995.08,Deposit,2026-04-05,154
2903,73.38,Bet Placement,2026-01-18,353
2904,3643.74,Bet Placement,2026-03-30,31
2905,1076.81,Deposit,2026-04-03,204
2906,3152.04,Bet Placement,2026-02-19,424
2907,1268.45,Deposit,2026-03-05,435
2908,1248.88,Deposit,2026-03-27,103
2909,1719.57,Deposit,2026-03-18,313
2910,4764.17,Bet Placement,2026-04-09,358
2911,4410.65,Winnings,2026-03-23,84
2912,4304.66,Winnings,2026-03-09,43
2913,340.98,Deposit,2026-01-04,149
2914,370.31,Bet Placement,2026-03-31,40
2915,2263.28,Bet Placement,2026-03-17,31
2916,2067.65,Winnings,2026-01-26,181
2917,4741.38,Deposit,2026-01-11,147
2918,3626.51,Deposit,2026-01-13,308
2919,265.79,Bet Placement,2026-03-13,467
2920,1778.38,Withdrawal,2026-01-09,111
2921,3229.04,Bet Placement,2026-02-17,475
2922,2203.17,Winnings,2026-03-25,306
2923,3480.75,Withdrawal,2026-02-22,174
2924,1640.36,Withdrawal,2026-02-01,77
2925,2224.7,Withdrawal,2026-01-25,235
2926,3002.53,Deposit,2026-01-24,176
2927,4133.99,Withdrawal,2026-04-04,342
2928,4808.21,Winnings,2026-02-20,187
2929,714.76,Withdrawal,2026-04-13,207
2930,1434.97,Deposit,2026-02-01,338
2931,601.0,Withdrawal,2026-02-02,112
2932,84.26,Bet Placement,2026-03-15,359
2933,3204.11,Bet Placement,2026-02-25,481
2934,3389.11,Bet Placement,2026-03-27,364
2935,434.15,Withdrawal,2026-01-17,419
2936,877.44,Deposit,2026-03-03,37
2937,205.42,Bet Placement,2026-01-19,181
2938,1905.85,Withdrawal,2026-03-11,145
2939,3893.53,Deposit,2026-02-15,311
2940,315.69,Winnings,2026-04-03,33
2941,2897.85,Withdrawal,2026-04-07,89
2942,379.61,Bet Placement,2026-01-22,204
2943,1542.94,Bet Placement,2026-03-30,237
2944,3441.04,Winnings,2026-02-03,35
2945,2333.31,Withdrawal,2026-01-11,484
2946,1363.34,Deposit,2026-03-06,321
2947,2637.74,Winnings,2026-03-10,114
2948,4667.3,Winnings,2026-01-13,284
2949,2548.35,Bet Placement,2026-01-24,129
2950,1222.78,Bet Placement,2026-04-12,74
2951,1493.73,Withdrawal,2026-02-21,262
2952,34.53,Winnings,2026-01-08,283
2953,1038.01,Winnings,2026-03-16,241
2954,3767.92,Deposit,2026-04-13,140
2955,3445.34,Bet Placement,2026-01-25,93
2956,580.53,Winnings,2026-02-15,237
2957,1794.12,Bet Placement,2026-03-29,207
2958,3080.02,Bet Placement,2026-02-18,7
2959,2485.21,Withdrawal,2026-01-26,54
2960,3191.45,Bet Placement,2026-04-10,188
2961,2235.01,Deposit,2026-01-15,28
2962,766.12,Withdrawal,2026-02-15,44
2963,1481.68,Winnings,2026-02-05,278
2964,1491.95,Deposit,2026-01-29,434
2965,3728.66,Withdrawal,2026-02-24,310
2966,2268.19,Deposit,2026-03-03,426
2967,3293.58,Withdrawal,2026-01-23,470
2968,2697.14,Bet Placement,2026-03-07,208
2969,1374.07,Withdrawal,2026-03-04,442
2970,344.16,Bet Placement,2026-02-27,433
2971,190.93,Winnings,2026-03-25,124
2972,3028.33,Bet Placement,2026-01-29,421
2973,1969.66,Bet Placement,2026-01-14,41
2974,4570.94,Withdrawal,2026-03-02,157
2975,2247.67,Deposit,2026-03-19,271
2976,2419.02,Deposit,2026-02-21,71
2977,525.97,Withdrawal,2026-03-29,255
2978,4789.47,Withdrawal,2026-04-07,368
2979,4432.89,Deposit,2026-03-11,440
2980,1816.44,Winnings,2026-03-14,172
2981,3798.87,Bet Placement,2026-02-27,370
2982,502.67,Winnings,2026-02-16,87
2983,1999.66,Bet Placement,2026-01-21,496
2984,918.83,Winnings,2026-03-18,258
2985,4259.24,Winnings,2026-01-29,18
2986,2312.2,Withdrawal,2026-01-19,367
2987,195.42,Deposit,2026-02-15,103
2988,1270.04,Withdrawal,2026-01-01,402
2989,3474.74,Winnings,2026-04-12,117
2990,1418.28,Winnings,2026-04-15,22
2991,2451.08,Bet Placement,2026-01-13,302
2992,4751.36,Deposit,2026-01-22,45
2993,3812.55,Withdrawal,2026-01-16,162
2994,1615.23,Withdrawal,2026-01-15,194
2995,598.49,Withdrawal,2026-04-09,291
2996,4157.95,Withdrawal,2026-01-07,470
2997,820.74,Withdrawal,2026-01-27,226
2998,4855.03,Winnings,2026-03-19,210
2999,1531.27,Withdrawal,2026-03-21,349
3000,3155.8,Deposit,2026-01-23,4
3001,3615.84,Withdrawal,2026-01-30,345
3002,2254.04,Deposit,2026-03-04,427
3003,244.8,Bet Placement,2026-02-06,264
3004,43.48,Deposit,2026-03-16,320
3005,2969.31,Deposit,2026-03-21,204
3006,3988.66,Deposit,2026-03-03,197
3007,154.49,Bet Placement,2026-03-28,21
3008,123.3,Bet Placement,2026-04-08,373
3009,3276.5,Withdrawal,2026-03-09,186
3010,3549.65,Winnings,2026-03-16,45
3011,1334.56,Withdrawal,2026-01-18,353
3012,3403.18,Winnings,2026-01-04,156
3013,1233.89,Deposit,2026-02-26,300
3014,2774.53,Withdrawal,2026-01-05,459
3015,949.48,Withdrawal,2026-04-07,418
3016,526.07,Deposit,2026-03-21,106
3017,2552.16,Winnings,2026-03-10,286
3018,4563.01,Withdrawal,2026-04-01,293
3019,4673.27,Winnings,2026-02-10,353
3020,1959.11,Bet Placement,2026-03-16,250
3021,767.58,Withdrawal,2026-03-29,37
3022,4135.06,Withdrawal,2026-02-24,454
3023,2540.61,Withdrawal,2026-03-21,248
3024,3250.4,Bet Placement,2026-02-25,300
3025,4122.59,Winnings,2026-02-06,250
3026,3749.82,Bet Placement,2026-03-24,306
3027,1280.77,Winnings,2026-02-05,387
3028,1959.23,Withdrawal,2026-02-01,423
3029,2295.07,Winnings,2026-04-09,482
3030,4833.53,Deposit,2026-03-05,315
3031,4259.36,Withdrawal,2026-02-03,488
3032,4081.66,Withdrawal,2026-03-05,276
3033,4463.11,Deposit,2026-02-04,274
3034,2915.8,Winnings,2026-03-29,407
3035,726.54,Withdrawal,2026-01-14,374
3036,744.36,Withdrawal,2026-03-06,392
3037,1924.74,Withdrawal,2026-02-10,47
3038,3976.9,Deposit,2026-03-24,131
3039,4370.49,Withdrawal,2026-02-17,216
3040,1224.95,Bet Placement,2026-01-25,400
3041,330.35,Deposit,2026-04-01,430
3042,2121.53,Deposit,2026-03-17,31
3043,2310.75,Withdrawal,2026-03-16,342
3044,3959.6,Deposit,2026-02-20,355
3045,3172.18,Withdrawal,2026-03-12,236
3046,4166.05,Deposit,2026-03-30,247
3047,1973.69,Bet Placement,2026-03-15,313
3048,4606.67,Winnings,2026-01-23,462
3049,549.65,Withdrawal,2026-02-19,473
3050,408.09,Bet Placement,2026-01-21,183
3051,331.25,Bet Placement,2026-03-25,262
3052,2065.7,Winnings,2026-02-13,451
3053,4838.37,Withdrawal,2026-02-20,106
3054,4296.12,Withdrawal,2026-02-01,44
3055,2982.2,Withdrawal,2026-01-26,123
3056,3975.64,Withdrawal,2026-04-11,470
3057,3339.16,Bet Placement,2026-02-18,198
3058,150.9,Withdrawal,2026-03-04,464
3059,1224.58,Withdrawal,2026-03-12,493
3060,822.96,Deposit,2026-03-26,463
3061,4452.74,Bet Placement,2026-02-14,354
3062,254.42,Winnings,2026-02-15,333
3063,4861.03,Deposit,2026-01-16,368
3064,3942.11,Winnings,2026-01-05,123
3065,3282.69,Deposit,2026-02-09,158
3066,4805.0,Winnings,2026-02-10,132
3067,1419.4,Winnings,2026-03-17,18
3068,3451.24,Bet Placement,2026-01-22,86
3069,2369.09,Deposit,2026-02-08,127
3070,4904.11,Deposit,2026-02-07,46
3071,764.17,Bet Placement,2026-02-16,172
3072,2109.01,Bet Placement,2026-02-05,430
3073,3627.4,Winnings,2026-03-27,235
3074,756.35,Deposit,2026-03-13,12
3075,4204.17,Deposit,2026-03-27,264
3076,231.55,Bet Placement,2026-03-10,320
3077,1801.12,Withdrawal,2026-03-06,172
3078,919.69,Deposit,2026-02-11,276
3079,2958.38,Withdrawal,2026-03-28,68
3080,727.64,Withdrawal,2026-03-12,133
3081,2972.24,Withdrawal,2026-03-10,200
3082,2100.69,Deposit,2026-02-23,394
3083,163.17,Deposit,2026-03-01,318
3084,1559.92,Bet Placement,2026-01-02,316
3085,3239.22,Bet Placement,2026-02-03,471
3086,3120.62,Deposit,2026-02-16,463
3087,2363.63,Bet Placement,2026-02-21,409
3088,4373.82,Bet Placement,2026-03-02,95
3089,545.77,Winnings,2026-03-08,389
3090,3035.48,Deposit,2026-04-10,80
3091,3532.18,Winnings,2026-03-26,399
3092,4387.43,Winnings,2026-02-10,143
3093,1136.35,Bet Placement,2026-01-25,438
3094,2542.89,Bet Placement,2026-01-26,434
3095,1020.9,Withdrawal,2026-01-20,193
3096,1694.15,Withdrawal,2026-03-02,210
3097,2535.68,Deposit,2026-04-15,180
3098,73.89,Bet Placement,2026-01-07,438
3099,244.63,Deposit,2026-03-04,229
3100,2086.72,Withdrawal,2026-03-10,27
3101,3206.81,Withdrawal,2026-03-05,124
3102,1867.39,Winnings,2026-02-26,153
3103,716.01,Deposit,2026-04-03,466
3104,1704.16,Winnings,2026-03-14,55
3105,1668.32,Withdrawal,2026-01-01,291
3106,3912.5,Withdrawal,2026-03-02,43
3107,3673.05,Withdrawal,2026-03-10,123
3108,2469.41,Deposit,2026-01-06,11
3109,759.95,Withdrawal,2026-04-03,453
3110,2149.66,Withdrawal,2026-04-11,236
3111,3180.08,Withdrawal,2026-02-13,353
3112,2736.79,Bet Placement,2026-02-02,348
3113,464.64,Withdrawal,2026-03-01,79
3114,1688.43,Bet Placement,2026-03-16,142
3115,3879.37,Deposit,2026-03-17,72
3116,679.06,Withdrawal,2026-04-09,280
3117,3343.27,Bet Placement,2026-04-05,437
3118,167.83,Withdrawal,2026-03-03,473
3119,1384.03,Bet Placement,2026-01-07,212
3120,3521.31,Deposit,2026-02-20,230
3121,4208.06,Withdrawal,2026-03-01,417
3122,4331.18,Withdrawal,2026-03-21,102
3123,3948.01,Winnings,2026-04-02,285
3124,2470.29,Winnings,2026-02-28,498
3125,498.62,Withdrawal,2026-01-25,235
3126,1138.54,Withdrawal,2026-01-21,19
3127,1053.91,Deposit,2026-03-01,472
3128,4871.29,Deposit,2026-04-03,329
3129,1822.73,Winnings,2026-01-08,69
3130,4462.66,Winnings,2026-01-06,242
3131,4423.29,Deposit,2026-01-23,316
3132,2619.14,Winnings,2026-03-12,456
3133,437.93,Deposit,2026-02-21,13
3134,4830.98,Bet Placement,2026-04-12,366
3135,2921.43,Deposit,2026-04-12,288
3136,3245.91,Withdrawal,2026-04-09,215
3137,4225.3,Deposit,2026-01-05,118
3138,4838.88,Deposit,2026-02-16,195
3139,2737.08,Withdrawal,2026-02-09,106
3140,1401.35,Winnings,2026-01-13,415
3141,3321.88,Withdrawal,2026-02-10,335
3142,551.05,Bet Placement,2026-04-01,311
3143,744.54,Winnings,2026-04-06,404
3144,1306.45,Deposit,2026-02-24,78
3145,32.18,Winnings,2026-03-08,258
3146,4404.99,Withdrawal,2026-02-26,431
3147,473.33,Winnings,2026-04-11,48
3148,4071.51,Bet Placement,2026-01-03,208
3149,3029.27,Bet Placement,2026-03-05,62
3150,562.31,Withdrawal,2026-02-13,50
3151,2326.44,Bet Placement,2026-03-15,169
3152,2463.25,Withdrawal,2026-02-09,389
3153,4820.74,Bet Placement,2026-04-07,309
3154,4760.24,Winnings,2026-02-19,331
3155,4460.38,Deposit,2026-04-03,104
3156,399.45,Bet Placement,2026-03-23,180
3157,2161.75,Bet Placement,2026-03-16,300
3158,434.74,Winnings,2026-02-14,152
3159,3304.33,Bet Placement,2026-01-09,231
3160,2360.68,Bet Placement,2026-03-10,72
3161,1166.14,Winnings,2026-02-12,486
3162,2677.94,Winnings,2026-02-04,236
3163,4657.87,Withdrawal,2026-02-24,15
3164,431.52,Winnings,2026-03-12,23
3165,4807.31,Winnings,2026-04-13,137
3166,1002.99,Bet Placement,2026-03-30,196
3167,4692.32,Deposit,2026-02-16,148
3168,3760.63,Winnings,2026-01-30,173
3169,3530.22,Bet Placement,2026-04-11,44
3170,1634.07,Deposit,2026-02-10,98
3171,3286.48,Winnings,2026-01-31,490
3172,2405.03,Withdrawal,2026-02-17,112
3173,4952.42,Withdrawal,2026-04-02,420
3174,4835.89,Deposit,2026-03-27,156
3175,2180.48,Winnings,2026-03-09,178
3176,396.67,Winnings,2026-04-10,249
3177,1139.1,Deposit,2026-04-04,270
3178,4243.18,Winnings,2026-03-17,434
3179,3263.64,Bet Placement,2026-03-27,118
3180,3254.21,Withdrawal,2026-03-04,129
3181,217.12,Withdrawal,2026-02-16,353
3182,1645.49,Bet Placement,2026-04-01,17
3183,3319.24,Deposit,2026-04-15,494
3184,4766.72,Bet Placement,2026-01-28,484
3185,716.82,Bet Placement,2026-02-10,225
3186,2053.77,Withdrawal,2026-01-27,165
3187,476.22,Winnings,2026-01-05,256
3188,2402.02,Winnings,2026-02-20,461
3189,4602.25,Withdrawal,2026-04-12,238
3190,2566.63,Winnings,2026-04-02,361
3191,2726.91,Winnings,2026-02-27,55
3192,3019.67,Winnings,2026-01-14,370
3193,973.54,Deposit,2026-03-19,335
3194,735.06,Withdrawal,2026-04-02,211
3195,2447.83,Winnings,2026-01-23,83
3196,2405.89,Winnings,2026-03-05,76
3197,1122.08,Withdrawal,2026-01-22,435
3198,2869.29,Deposit,2026-03-01,173
3199,3372.42,Winnings,2026-03-09,60
3200,2782.44,Deposit,2026-03-14,182
3201,1618.17,Winnings,2026-02-27,145
3202,4353.26,Winnings,2026-02-19,358
3203,3023.93,Deposit,2026-04-06,320
3204,199.67,Winnings,2026-03-19,90
3205,4323.57,Deposit,2026-03-20,331
3206,2692.38,Deposit,2026-03-18,456
3207,724.72,Bet Placement,2026-01-06,473
3208,30.99,Winnings,2026-03-10,249
3209,4299.45,Deposit,2026-03-08,294
3210,1153.54,Deposit,2026-02-20,413
3211,4461.08,Withdrawal,2026-01-21,85
3212,2249.85,Deposit,2026-01-06,379
3213,896.39,Deposit,2026-02-25,224
3214,2859.8,Withdrawal,2026-04-08,153
3215,1111.61,Bet Placement,2026-01-08,368
3216,1952.98,Bet Placement,2026-02-20,13
3217,155.31,Deposit,2026-02-17,412
3218,1778.62,Winnings,2026-02-25,4
3219,2376.24,Winnings,2026-02-11,263
3220,4104.56,Deposit,2026-03-17,264
3221,4417.95,Winnings,2026-02-23,336
3222,1526.96,Deposit,2026-02-23,192
3223,91.18,Winnings,2026-04-02,480
3224,1954.95,Winnings,2026-03-03,447
3225,1201.81,Bet Placement,2026-02-28,189
3226,335.6,Winnings,2026-01-12,496
3227,1429.19,Withdrawal,2026-01-22,159
3228,358.62,Bet Placement,2026-04-06,342
3229,2952.25,Deposit,2026-03-15,403
3230,117.38,Bet Placement,2026-01-28,294
3231,4143.22,Bet Placement,2026-01-06,29
3232,4493.44,Bet Placement,2026-02-03,54
3233,4356.09,Deposit,2026-04-11,476
3234,2314.68,Withdrawal,2026-02-13,30
3235,2776.01,Withdrawal,2026-04-01,241
3236,4643.02,Deposit,2026-01-07,403
3237,1959.96,Winnings,2026-03-30,261
3238,3401.78,Withdrawal,2026-01-27,454
3239,3672.35,Withdrawal,2026-03-04,309
3240,717.98,Winnings,2026-01-26,276
3241,139.78,Winnings,2026-03-16,210
3242,3125.87,Winnings,2026-01-20,306
3243,167.44,Deposit,2026-02-18,139
3244,1204.68,Bet Placement,2026-01-20,266
3245,756.57,Winnings,2026-01-30,301
3246,631.66,Withdrawal,2026-04-09,277
3247,4988.13,Winnings,2026-01-03,164
3248,670.57,Winnings,2026-03-06,102
3249,2267.86,Withdrawal,2026-02-12,136
3250,4132.55,Winnings,2026-02-21,436
3251,2860.73,Bet Placement,2026-04-11,69
3252,1574.7,Bet Placement,2026-02-09,73
3253,1629.01,Bet Placement,2026-02-14,347
3254,2998.33,Withdrawal,2026-04-12,354
3255,4152.5,Bet Placement,2026-03-28,122
3256,1006.7,Winnings,2026-02-21,166
3257,3178.33,Winnings,2026-02-17,285
3258,720.76,Deposit,2026-03-12,117
3259,1325.86,Bet Placement,2026-03-07,355
3260,1719.16,Withdrawal,2026-03-16,98
3261,1959.0,Deposit,2026-02-12,487
3262,1851.75,Withdrawal,2026-02-26,373
3263,2564.69,Deposit,2026-02-11,292
3264,1790.68,Winnings,2026-04-06,52
3265,2130.71,Winnings,2026-03-06,400
3266,4194.78,Bet Placement,2026-03-04,139
3267,747.62,Deposit,2026-02-17,245
3268,4978.56,Bet Placement,2026-03-25,265
3269,4579.85,Bet Placement,2026-01-20,494
3270,3793.6,Bet Placement,2026-01-23,146
3271,3076.36,Winnings,2026-01-21,193
3272,2933.64,Deposit,2026-03-18,323
3273,512.37,Withdrawal,2026-01-25,412
3274,3842.0,Deposit,2026-02-12,24
3275,2592.41,Withdrawal,2026-01-29,161
3276,94.68,Withdrawal,2026-02-14,269
3277,3826.32,Bet Placement,2026-03-31,387
3278,1046.61,Winnings,2026-03-06,99
3279,4915.44,Deposit,2026-01-09,317
3280,298.83,Withdrawal,2026-03-25,182
3281,4041.48,Withdrawal,2026-02-27,410
3282,4139.73,Bet Placement,2026-02-21,122
3283,2570.05,Bet Placement,2026-02-19,277
3284,4853.44,Withdrawal,2026-03-28,45
3285,4074.04,Withdrawal,2026-04-14,178
3286,4602.91,Winnings,2026-03-25,155
3287,3698.7,Withdrawal,2026-03-21,69
3288,2369.17,Winnings,2026-03-10,92
3289,1000.59,Winnings,2026-03-12,36
3290,4489.93,Withdrawal,2026-04-13,41
3291,1364.71,Bet Placement,2026-01-17,2
3292,1258.15,Bet Placement,2026-03-20,388
3293,4515.52,Withdrawal,2026-04-04,312
3294,2276.88,Winnings,2026-03-09,134
3295,4543.15,Bet Placement,2026-03-20,14
3296,221.28,Deposit,2026-02-18,345
3297,4430.81,Withdrawal,2026-01-19,375
3298,933.4,Winnings,2026-03-16,287
3299,3077.69,Deposit,2026-03-30,425
3300,4765.27,Bet Placement,2026-02-11,195
3301,3489.12,Withdrawal,2026-02-11,95
3302,4164.55,Withdrawal,2026-03-23,455
3303,4718.6,Deposit,2026-03-22,196
3304,1520.52,Winnings,2026-04-03,437
3305,4485.43,Bet Placement,2026-01-29,332
3306,12.85,Withdrawal,2026-03-10,498
3307,1497.52,Bet Placement,2026-01-04,464
3308,4649.26,Winnings,2026-04-01,500
3309,3621.89,Bet Placement,2026-01-12,185
3310,853.88,Bet Placement,2026-02-22,197
3311,911.34,Bet Placement,2026-01-20,184
3312,4958.97,Deposit,2026-01-23,451
3313,458.25,Winnings,2026-01-25,273
3314,4326.87,Bet Placement,2026-02-27,211
3315,2269.43,Winnings,2026-04-13,278
3316,3249.37,Deposit,2026-01-11,258
3317,1052.3,Bet Placement,2026-04-06,144
3318,297.75,Deposit,2026-01-13,27
3319,1005.61,Bet Placement,2026-03-20,27
3320,944.66,Bet Placement,2026-02-12,307
3321,285.33,Winnings,2026-01-09,434
3322,2633.41,Winnings,2026-01-18,65
3323,1079.24,Bet Placement,2026-03-25,120
3324,3708.4,Withdrawal,2026-01-29,211
3325,2407.54,Withdrawal,2026-01-22,261
3326,3365.19,Deposit,2026-02-19,214
3327,3773.22,Withdrawal,2026-02-19,419
3328,3243.88,Deposit,2026-01-15,322
3329,3739.19,Withdrawal,2026-03-25,158
3330,2875.71,Withdrawal,2026-04-03,78
3331,2753.85,Withdrawal,2026-01-21,169
3332,1614.55,Winnings,2026-03-25,466
3333,1463.86,Bet Placement,2026-02-12,323
3334,2098.69,Withdrawal,2026-02-17,275
3335,1139.85,Bet Placement,2026-01-10,31
3336,3553.95,Withdrawal,2026-04-04,224
3337,2316.76,Winnings,2026-03-18,217
3338,4260.92,Winnings,2026-01-16,64
3339,1192.47,Deposit,2026-04-14,129
3340,1426.3,Bet Placement,2026-01-15,449
3341,251.38,Winnings,2026-03-09,318
3342,4653.79,Winnings,2026-01-29,235
3343,4229.88,Winnings,2026-01-09,374
3344,4961.34,Bet Placement,2026-03-31,442
3345,2658.13,Deposit,2026-02-19,162
3346,2905.57,Winnings,2026-03-21,116
3347,4184.63,Deposit,2026-01-28,454
3348,4516.94,Deposit,2026-01-08,171
3349,3590.71,Winnings,2026-01-14,221
3350,3821.88,Bet Placement,2026-01-29,289
3351,4433.13,Bet Placement,2026-04-09,387
3352,1953.39,Winnings,2026-04-07,242
3353,1503.16,Bet Placement,2026-02-27,498
3354,4408.39,Bet Placement,2026-03-08,201
3355,3656.65,Deposit,2026-03-09,252
3356,1659.45,Deposit,2026-03-23,221
3357,3767.0,Winnings,2026-01-01,364
3358,763.42,Withdrawal,2026-02-07,172
3359,2781.08,Withdrawal,2026-02-28,254
3360,3892.98,Withdrawal,2026-01-02,333
3361,1760.03,Winnings,2026-02-24,56
3362,4198.22,Deposit,2026-01-15,188
3363,3322.12,Deposit,2026-01-27,98
3364,1472.1,Deposit,2026-01-22,101
3365,4937.75,Deposit,2026-02-15,26
3366,3385.46,Withdrawal,2026-02-01,243
3367,4197.52,Winnings,2026-03-03,341
3368,3424.75,Bet Placement,2026-04-04,407
3369,2350.51,Bet Placement,2026-04-13,223
3370,2372.03,Withdrawal,2026-04-05,266
3371,3037.49,Deposit,2026-01-02,25
3372,981.38,Withdrawal,2026-01-05,193
3373,1985.95,Withdrawal,2026-01-10,415
3374,4051.25,Winnings,2026-04-13,351
3375,2338.24,Deposit,2026-03-29,68
3376,3937.82,Deposit,2026-02-08,364
3377,1428.47,Bet Placement,2026-01-16,196
3378,2114.01,Deposit,2026-04-07,480
3379,4032.89,Withdrawal,2026-03-18,427
3380,3596.49,Bet Placement,2026-02-13,99
3381,3813.63,Bet Placement,2026-03-04,178
3382,1993.65,Withdrawal,2026-02-07,422
3383,2643.13,Withdrawal,2026-02-27,245
3384,4346.07,Withdrawal,2026-02-03,451
3385,2629.33,Withdrawal,2026-01-26,453
3386,1092.89,Winnings,2026-01-19,484
3387,1344.0,Deposit,2026-04-12,3
3388,109.48,Deposit,2026-03-18,15
3389,2887.33,Withdrawal,2026-03-13,243
3390,4044.35,Winnings,2026-03-28,338
3391,3255.42,Bet Placement,2026-03-01,98
3392,4739.59,Withdrawal,2026-03-31,65
3393,314.96,Winnings,2026-04-06,344
3394,1007.84,Withdrawal,2026-03-15,313
3395,1876.3,Withdrawal,2026-02-05,54
3396,44.98,Bet Placement,2026-04-03,448
3397,1787.21,Bet Placement,2026-03-30,370
3398,4618.92,Deposit,2026-01-14,135
3399,4644.39,Withdrawal,2026-01-08,347
3400,3990.57,Withdrawal,2026-04-07,27
3401,158.54,Withdrawal,2026-04-13,304
3402,27.26,Winnings,2026-02-26,125
3403,2402.77,Winnings,2026-02-11,192
3404,1851.27,Bet Placement,2026-02-09,375
3405,4270.53,Winnings,2026-04-08,95
3406,872.3,Deposit,2026-04-08,348
3407,973.97,Bet Placement,2026-03-02,367
3408,1740.1,Deposit,2026-03-24,92
3409,3045.69,Deposit,2026-04-03,404
3410,4307.37,Withdrawal,2026-03-23,12
3411,660.06,Deposit,2026-01-21,37
3412,1154.25,Winnings,2026-02-05,361
3413,44.54,Deposit,2026-02-20,478
3414,2091.68,Withdrawal,2026-02-26,294
3415,3236.15,Withdrawal,2026-04-01,32
3416,4804.51,Deposit,2026-04-12,411
3417,3391.55,Bet Placement,2026-02-15,17
3418,2347.23,Winnings,2026-01-13,404
3419,3588.3,Deposit,2026-03-09,168
3420,2572.91,Bet Placement,2026-01-03,345
3421,278.13,Winnings,2026-02-24,478
3422,3612.25,Withdrawal,2026-01-05,356
3423,4336.83,Deposit,2026-03-01,81
3424,4493.69,Winnings,2026-03-11,472
3425,19.67,Deposit,2026-04-15,331
3426,2544.17,Bet Placement,2026-01-19,175
3427,4350.32,Bet Placement,2026-02-22,102
3428,191.05,Winnings,2026-02-09,224
3429,2869.29,Withdrawal,2026-02-06,435
3430,949.04,Bet Placement,2026-01-15,122
3431,1330.01,Withdrawal,2026-02-12,184
3432,1468.34,Bet Placement,2026-03-15,190
3433,4330.08,Withdrawal,2026-01-12,221
3434,3627.51,Withdrawal,2026-01-17,451
3435,3517.94,Withdrawal,2026-02-08,16
3436,898.49,Winnings,2026-03-17,338
3437,4914.66,Winnings,2026-01-25,218
3438,4511.11,Winnings,2026-02-10,310
3439,2855.31,Withdrawal,2026-01-18,139
3440,3763.83,Winnings,2026-02-19,283
3441,2950.8,Winnings,2026-03-05,196
3442,3478.96,Deposit,2026-01-28,209
3443,424.73,Withdrawal,2026-02-22,393
3444,4109.08,Winnings,2026-02-13,131
3445,285.23,Withdrawal,2026-02-11,221
3446,3816.21,Winnings,2026-04-07,154
3447,3586.88,Deposit,2026-01-18,298
3448,3576.58,Withdrawal,2026-01-03,150
3449,997.84,Deposit,2026-03-28,354
3450,1164.88,Deposit,2026-01-19,396
3451,368.61,Bet Placement,2026-02-16,473
3452,229.55,Deposit,2026-03-02,324
3453,3900.99,Withdrawal,2026-01-18,167
3454,4132.18,Winnings,2026-02-22,334
3455,4965.91,Deposit,2026-03-09,245
3456,4890.78,Bet Placement,2026-01-20,309
3457,1377.81,Deposit,2026-02-18,144
3458,3189.39,Deposit,2026-02-20,266
3459,3823.46,Deposit,2026-03-26,323
3460,4995.83,Bet Placement,2026-01-31,467
3461,1505.88,Bet Placement,2026-03-19,438
3462,2422.16,Bet Placement,2026-03-08,394
3463,842.69,Withdrawal,2026-01-20,423
3464,1496.63,Deposit,2026-01-12,474
3465,1366.99,Withdrawal,2026-03-22,423
3466,4163.6,Winnings,2026-01-19,426
3467,4701.64,Deposit,2026-02-28,332
3468,2960.89,Bet Placement,2026-03-11,409
3469,993.11,Bet Placement,2026-01-25,280
3470,401.78,Winnings,2026-02-25,461
3471,1986.57,Withdrawal,2026-03-12,405
3472,531.9,Winnings,2026-02-05,63
3473,1116.69,Deposit,2026-03-14,357
3474,3407.78,Winnings,2026-01-27,444
3475,4478.76,Bet Placement,2026-03-11,492
3476,4088.72,Winnings,2026-04-09,295
3477,771.33,Deposit,2026-01-19,317
3478,1650.71,Deposit,2026-02-24,8
3479,4182.28,Deposit,2026-02-16,330
3480,836.61,Bet Placement,2026-01-18,191
3481,3617.99,Winnings,2026-02-07,58
3482,3063.63,Withdrawal,2026-04-11,395
3483,4501.49,Deposit,2026-02-10,101
3484,3976.51,Winnings,2026-01-11,315
3485,445.43,Winnings,2026-03-09,235
3486,4512.34,Bet Placement,2026-03-13,68
3487,4686.05,Winnings,2026-01-25,172
3488,3439.22,Withdrawal,2026-01-27,89
